时间,,地区,变电站名称,变电站电压等级,主变名称,油温(℃),有功值(MW),无功值(MW),电流值(A),母线名称,母线电压(kV),温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/2 10:00,2019,Y地市,Y01变电站,220kV,1号主变,23.115234,88.423241,8.574375,225,220千伏正母线,226.810547,3.1,54,1037.9,3.5,62,0
2019/1/2 10:10,2019,Y地市,Y01变电站,220kV,1号主变,23.203125,90.231903,10.985918,228.339844,220千伏正母线,226.617188,3.1,53,1037.8,2.4,77,0
2019/1/2 10:20,2019,Y地市,Y01变电站,220kV,1号主变,23.173828,89.495041,9.71316,229.746094,220千伏正母线,226.552734,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 10:30,2019,Y地市,Y01变电站,220kV,1号主变,23.203125,89.829979,9.311235,227.636719,220千伏正母线,227.261719,3.3,52,1037.5,4.1,77,0
2019/1/2 10:40,2019,Y地市,Y01变电站,220kV,1号主变,23.291016,85.609779,5.827896,216.5625,220千伏正母线,227.132812,3.4,51,1037.3,4.1,77,0
2019/1/2 10:50,2019,Y地市,Y01变电站,220kV,1号主变,23.378906,81.992462,4.2202,207.597656,220千伏正母线,226.552734,3.4,51,1037.1,4.1,77,0
2019/1/2 11:00,2019,Y地市,Y01变电站,220kV,1号主变,24.023438,73.820007,6.497769,183.867188,220千伏正母线,229.324219,3.6,53,1036.9,4.1,77,0
2019/1/2 11:10,2019,Y地市,Y01变电站,220kV,1号主变,24.082031,69.599808,4.019238,173.496094,220千伏正母线,228.808594,3.6,51,1036.7,3.3,29,0
2019/1/2 11:20,2019,Y地市,Y01变电站,220kV,1号主变,24.023438,68.461029,3.48334,171.386719,220千伏正母线,228.808594,3.6,50,1036.5,3.3,29,0
2019/1/2 11:30,2019,Y地市,Y01变电站,220kV,1号主变,24.111328,68.059105,7.569566,172.441406,220千伏正母线,229.775391,3.8,51,1036.2,3.3,29,0
2019/1/2 11:40,2019,Y地市,Y01变电站,220kV,1号主变,24.257812,71.87738,10.985918,180.175781,220千伏正母线,228.421875,3.9,51,1035.9,3.4,39,0
2019/1/2 11:50,2019,Y地市,Y01变电站,220kV,1号主变,24.433594,73.485077,12.258677,187.207031,220千伏正母线,228.164062,3.9,51,1035.9,4,25,0
2019/1/2 12:00,2019,Y地市,Y01变电站,220kV,1号主变,24.345703,75.360718,14.000347,193.183594,220千伏正母线,227.970703,4,50,1035.6,4,25,0
2019/1/2 12:10,2019,Y地市,Y01变电站,220kV,1号主变,24.316406,80.853676,14.335283,205.664062,220千伏正母线,227.519531,4.1,50,1035.4,3,3,0
2019/1/2 12:20,2019,Y地市,Y01变电站,220kV,1号主变,24.990234,82.126434,17.282724,211.464844,220千伏正母线,227.583984,4.2,49,1035.2,3,3,0
2019/1/2 12:30,2019,Y地市,Y01变电站,220kV,1号主变,25.195312,81.38958,16.612852,211.113281,220千伏正母线,226.939453,4.5,51,1035.1,3,3,0
2019/1/2 12:40,2019,Y地市,Y01变电站,220kV,1号主变,25.136719,82.193428,17.818623,212.871094,220千伏正母线,226.939453,4.7,51,1035,3,67,0
2019/1/2 12:50,2019,Y地市,Y01变电站,220kV,1号主变,25.341797,84.002083,19.091383,214.980469,220千伏正母线,227.068359,4.8,50,1034.9,3,67,0
2019/1/2 13:00,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,82.863297,19.024395,214.453125,220千伏正母线,227.455078,4.7,49,1034.9,4.4,52,0
2019/1/2 13:10,2019,Y地市,Y01变电站,220kV,1号主变,26.25,83.064262,18.689459,213.574219,220千伏正母线,227.068359,4.7,49,1035,4.5,60,0
2019/1/2 13:20,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,84.404007,20.498116,220.429688,220千伏正母线,226.875,4.6,50,1034.8,4.5,60,0
2019/1/2 13:30,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,83.667145,19.225357,217.441406,220千伏正母线,227.261719,4.7,48,1034.5,4.5,60,0
2019/1/2 13:40,2019,Y地市,Y01变电站,220kV,1号主变,26.191406,83.935097,19.225357,217.089844,220千伏正母线,227.519531,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 13:50,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,83.265221,18.689459,213.398438,220千伏正母线,227.455078,4.9,47,1034.4,4.6,26,0
2019/1/2 14:00,2019,Y地市,Y01变电站,220kV,1号主变,26.279297,83.399193,18.689459,215.859375,220千伏正母线,227.390625,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 14:10,2019,Y地市,Y01变电站,220kV,1号主变,26.279297,83.265221,18.823433,217.441406,220千伏正母线,227.583984,4.8,47,1034.5,4.3,69,0
2019/1/2 14:20,2019,Y地市,Y01变电站,220kV,1号主变,26.279297,84.002083,20.096191,218.320312,220千伏正母线,227.519531,4.8,47,1034.4,4.3,69,0
2019/1/2 14:30,2019,Y地市,Y01变电站,220kV,1号主变,26.279297,83.131248,19.158369,213.046875,220千伏正母线,227.583984,4.8,47,1034.5,4.3,69,0
2019/1/2 14:40,2019,Y地市,Y01变电站,220kV,1号主变,26.103516,81.72451,18.890421,211.464844,220千伏正母线,227.326172,4.9,49,1034.5,4.3,69,0
2019/1/2 14:50,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,83.064262,18.823433,214.453125,220千伏正母线,227.583984,4.9,49,1034.7,4.3,69,0
2019/1/2 15:00,2019,Y地市,Y01变电站,220kV,1号主变,26.308594,83.935097,19.426319,215.859375,220千伏正母线,227.519531,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 15:10,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,84.738945,20.096191,219.902344,220千伏正母线,227.583984,4.8,50,1034.7,3.2,45,0
2019/1/2 15:20,2019,Y地市,Y01变电站,220kV,1号主变,26.132812,82.3274,17.952599,213.925781,220千伏正母线,226.810547,4.7,49,1034.7,3.2,45,0
2019/1/2 15:30,2019,Y地市,Y01变电站,220kV,1号主变,26.103516,82.461372,17.818623,213.046875,220千伏正母线,227.261719,4.7,50,1034.6,3.2,45,0
2019/1/2 15:40,2019,Y地市,Y01变电站,220kV,1号主变,25.429688,81.925476,17.14875,210.585938,220千伏正母线,227.132812,4.7,50,1034.4,3.3,38,0
2019/1/2 15:50,2019,Y地市,Y01变电站,220kV,1号主变,25.458984,80.585732,15.942979,206.542969,220千伏正母线,227.648438,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 16:00,2019,Y地市,Y01变电站,220kV,1号主变,26.015625,80.78669,15.340093,205.3125,220千伏正母线,227.777344,4.7,50,1034.6,4.6,23,0
2019/1/2 16:10,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,79.714897,13.732398,203.554688,220千伏正母线,228.164062,4.6,51,1034.7,3.5,46,0
2019/1/2 16:20,2019,Y地市,Y01变电站,220kV,1号主变,26.191406,78.844063,11.722778,198.632812,220千伏正母线,227.970703,4.6,52,1034.7,3.5,46,0
2019/1/2 16:30,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,74.154945,15.005157,188.613281,220千伏正母线,228.035156,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 16:40,2019,Y地市,Y01变电站,220kV,1号主变,26.308594,70.135712,15.072144,180.175781,220千伏正母线,228.486328,4.6,52,1034.9,3.5,46,0
2019/1/2 16:50,2019,Y地市,Y01变电站,220kV,1号主变,27.011719,69.599808,13.933359,180.175781,220千伏正母线,227.712891,4.6,54,1035,3.5,46,0
2019/1/2 17:00,2019,Y地市,Y01变电站,220kV,1号主变,27.011719,68.929939,12.861563,172.089844,220千伏正母线,228.808594,4.5,54,1035.1,3.5,46,0
2019/1/2 17:10,2019,Y地市,Y01变电站,220kV,1号主变,27.099609,66.652367,11.052905,170.15625,220千伏正母线,228.9375,4.5,53,1035.2,2.5,44,0
2019/1/2 17:20,2019,Y地市,Y01变电站,220kV,1号主变,27.158203,67.657181,11.655791,169.453125,220千伏正母线,229.195312,4.5,55,1035.3,2.5,44,0
2019/1/2 17:30,2019,Y地市,Y01变电站,220kV,1号主变,26.455078,66.987305,11.253867,169.101562,220千伏正母线,228.9375,4.5,54,1035.3,2.9,61,0
2019/1/2 17:40,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,67.590195,11.521816,172.441406,220千伏正母线,229.195312,4.5,55,1035.2,2.9,68,0
2019/1/2 17:50,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,68.728973,11.052905,173.144531,220千伏正母线,229.324219,4.5,56,1035.2,2.9,68,0
2019/1/2 18:00,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,67.791153,11.320855,171.386719,220千伏正母线,229.130859,4.5,56,1035.1,2.9,56,0
2019/1/2 18:10,2019,Y地市,Y01变电站,220kV,1号主变,26.191406,68.394043,12.258677,173.320312,220千伏正母线,229.388672,4.5,54,1035.2,3.5,75,0
2019/1/2 18:20,2019,Y地市,Y01变电站,220kV,1号主变,26.308594,68.661987,12.057715,174.550781,220千伏正母线,229.001953,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 18:30,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,69.599808,12.593614,178.242188,220千伏正母线,229.388672,4.5,55,1035.3,3.5,75,0
2019/1/2 18:40,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,70.202698,11.588804,177.363281,220千伏正母线,229.130859,4.5,56,1035.3,3.5,75,0
2019/1/2 18:50,2019,Y地市,Y01变电站,220kV,1号主变,26.982422,70.202698,11.521816,176.308594,220千伏正母线,229.453125,4.5,55,1035.3,3.5,75,0
2019/1/2 19:00,2019,Y地市,Y01变电站,220kV,1号主变,27.041016,70.403656,11.454829,176.484375,220千伏正母线,229.001953,4.5,57,1035.4,3.5,75,0
2019/1/2 19:10,2019,Y地市,Y01变电站,220kV,1号主变,27.041016,69.86776,11.320855,173.847656,220千伏正母线,229.066406,4.5,58,1035.2,2.9,51,0
2019/1/2 19:20,2019,Y地市,Y01变电站,220kV,1号主变,27.041016,70.604622,11.92374,178.945312,220千伏正母线,229.324219,4.5,58,1035.2,2.9,51,0
2019/1/2 19:30,2019,Y地市,Y01变电站,220kV,1号主变,26.484375,70.068726,11.119893,176.308594,220千伏正母线,229.259766,4.5,59,1035.2,3.8,45,0
2019/1/2 19:40,2019,Y地市,Y01变电站,220kV,1号主变,26.367188,68.394043,9.847134,175.78125,220千伏正母线,229.775391,4.4,60,1035.3,3.9,46,0
2019/1/2 19:50,2019,Y地市,Y01变电站,220kV,1号主变,26.337891,69.331863,10.249058,171.035156,220千伏正母线,229.517578,4.4,62,1035.3,3.9,46,0
2019/1/2 20:00,2019,Y地市,Y01变电站,220kV,1号主变,26.367188,66.518394,8.976299,166.816406,220千伏正母线,228.9375,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 20:10,2019,Y地市,Y01变电站,220kV,1号主变,26.367188,66.585381,8.641362,164.53125,220千伏正母线,229.646484,4.4,62,1035.1,2.8,88,0
2019/1/2 20:20,2019,Y地市,Y01变电站,220kV,1号主变,26.396484,66.384422,8.775337,166.816406,220千伏正母线,229.453125,4.4,61,1035,3.1,79,0
2019/1/2 20:30,2019,Y地市,Y01变电站,220kV,1号主变,26.455078,65.915512,8.4404,165.234375,220千伏正母线,229.517578,4.4,62,1035.1,3.1,79,0
2019/1/2 20:40,2019,Y地市,Y01变电站,220kV,1号主变,26.484375,66.585381,8.775337,166.289062,220千伏正母线,229.517578,4.4,62,1035.3,3.3,61,0
2019/1/2 20:50,2019,Y地市,Y01变电站,220kV,1号主变,26.455078,65.111664,8.70835,167.695312,220千伏正母线,228.228516,4.4,62,1035.2,3.3,61,0
2019/1/2 21:00,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,64.508774,7.971489,161.542969,220千伏正母线,229.259766,4.4,62,1035.1,3.3,59,0
2019/1/2 21:10,2019,Y地市,Y01变电站,220kV,1号主变,26.396484,62.030247,7.904502,155.039062,220千伏正母线,229.259766,4.4,62,1035.1,2.6,68,0
2019/1/2 21:20,2019,Y地市,Y01变电站,220kV,1号主变,26.396484,61.963257,7.167642,154.6875,220千伏正母线,230.033203,4.3,63,1035,2.6,68,0
2019/1/2 21:30,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,60.154602,6.832705,150.117188,220千伏正母线,229.066406,4.3,62,1035.2,2.8,88,0
2019/1/2 21:40,2019,Y地市,Y01变电站,220kV,1号主变,27.011719,58.211967,6.631743,144.84375,220千伏正母线,229.646484,4.3,62,1035.4,2.8,88,0
2019/1/2 21:50,2019,Y地市,Y01变电站,220kV,1号主变,26.455078,57.609081,5.559947,142.382812,220千伏正母线,229.453125,4.3,62,1035.4,2.8,88,0
2019/1/2 22:00,2019,Y地市,Y01变电站,220kV,1号主变,26.455078,55.19754,4.622124,137.285156,220千伏正母线,229.388672,4.3,64,1035.3,2.8,88,0
2019/1/2 22:10,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,54.393692,4.823086,135.527344,220千伏正母线,229.130859,4.2,66,1035.4,2.1,81,0
2019/1/2 22:20,2019,Y地市,Y01变电站,220kV,1号主变,26.425781,52.451061,3.952251,130.957031,220千伏正母线,228.9375,4.2,66,1035.4,2.4,97,0
2019/1/2 22:30,2019,Y地市,Y01变电站,220kV,1号主变,27.011719,50.977341,3.349365,128.847656,220千伏正母线,229.259766,4.1,68,1035.3,2.4,97,0
2019/1/2 22:40,2019,Y地市,Y01变电站,220kV,1号主变,26.25,50.374454,3.617315,126.035156,220千伏正母线,229.324219,4,69,1035.3,3.9,65,0
2019/1/2 22:50,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,49.43663,4.086226,124.804688,220千伏正母线,229.259766,3.9,69,1035.2,3.9,65,0
2019/1/2 23:00,2019,Y地市,Y01变电站,220kV,1号主变,26.162109,49.034706,3.081416,119.179688,220千伏正母线,229.259766,3.7,70,1035.1,3.9,65,0
2019/1/2 23:10,2019,Y地市,Y01变电站,220kV,1号主变,26.132812,46.690151,6.69873,115.3125,220千伏正母线,229.710938,3.6,72,1035.1,4.1,71,0
2019/1/2 23:20,2019,Y地市,Y01变电站,220kV,1号主变,26.132812,45.618355,6.430781,115.839844,220千伏正母线,228.035156,3.5,72,1035.1,4.1,71,0
2019/1/2 23:30,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,45.149445,6.229819,115.136719,220千伏正母线,229.324219,3.5,73,1035.1,4.1,71,0
2019/1/2 23:40,2019,Y地市,Y01变电站,220kV,1号主变,25.488281,45.819317,6.765718,115.136719,220千伏正母线,229.001953,3.5,73,1035.2,4.1,71,0
2019/1/2 23:50,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,45.618355,6.765718,115.664062,220千伏正母线,229.324219,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 0:00,2019,Y地市,Y01变电站,220kV,1号主变,26.044922,44.680534,6.631743,112.675781,220千伏正母线,229.324219,3.5,71,1034.9,4.1,71,0
2019/1/3 0:10,2019,Y地市,Y01变电站,220kV,1号主变,26.044922,46.087265,6.631743,117.773438,220千伏正母线,228.164062,3.5,71,1035,3,81,0
2019/1/3 0:20,2019,Y地市,Y01变电站,220kV,1号主变,25.488281,44.412582,6.765718,109.511719,220千伏正母线,227.841797,3.5,71,1035,3,81,0
2019/1/3 0:30,2019,Y地市,Y01变电站,220kV,1号主变,25.429688,44.412582,7.167642,112.5,220千伏正母线,228.099609,3.5,71,1034.7,3,81,0
2019/1/3 0:40,2019,Y地市,Y01变电站,220kV,1号主变,25.429688,43.541748,6.631743,111.445312,220千伏正母线,227.841797,3.5,72,1034.8,3,81,0
2019/1/3 0:50,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,43.340786,6.430781,108.457031,220千伏正母线,228.099609,3.5,72,1034.9,3,81,0
2019/1/3 1:00,2019,Y地市,Y01变电站,220kV,1号主变,26.015625,42.469952,6.095845,108.457031,220千伏正母线,228.486328,3.5,73,1035,3,81,0
2019/1/3 1:10,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,42.80489,6.028858,106.699219,220千伏正母线,228.164062,3.5,73,1034.9,1.1,119,0
2019/1/3 1:20,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,42.202003,6.497769,109.160156,220千伏正母线,228.486328,3.5,73,1034.8,1.2,109,0
2019/1/3 1:30,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,41.934055,6.229819,108.457031,220千伏正母线,228.099609,3.5,73,1034.9,1.2,109,0
2019/1/3 1:40,2019,Y地市,Y01变电站,220kV,1号主变,25.458984,41.666103,5.827896,106.523438,220千伏正母线,228.292969,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 1:50,2019,Y地市,Y01变电站,220kV,1号主变,25.3125,41.800079,5.894883,105.644531,220千伏正母线,228.228516,3.5,73,1034.8,1.6,128,0
2019/1/3 2:00,2019,Y地市,Y01变电站,220kV,1号主变,25.371094,40.594307,5.559947,103.007812,220千伏正母线,228.035156,3.5,73,1034.7,1.6,128,0
2019/1/3 2:10,2019,Y地市,Y01变电站,220kV,1号主变,25.371094,40.728283,5.024048,103.710938,220千伏正母线,228.099609,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 2:20,2019,Y地市,Y01变电站,220kV,1号主变,25.341797,40.795269,5.894883,101.777344,220千伏正母线,228.228516,3.5,76,1034.6,0.7,66,0
2019/1/3 2:30,2019,Y地市,Y01变电站,220kV,1号主变,25.341797,39.254562,5.425972,100.371094,220千伏正母线,227.90625,3.5,76,1034.5,0.7,89,0
2019/1/3 2:40,2019,Y地市,Y01变电站,220kV,1号主变,25.371094,39.857449,5.291997,98.261719,220千伏正母线,228.357422,3.5,77,1034.4,1,94,0
2019/1/3 2:50,2019,Y地市,Y01变电站,220kV,1号主变,25.253906,39.0536,5.024048,100.019531,220千伏正母线,227.90625,3.5,75,1034.4,1.3,65,0
2019/1/3 3:00,2019,Y地市,Y01变电站,220kV,1号主变,25.195312,41.197193,5.22501,104.414062,220千伏正母线,228.421875,3.5,75,1034.3,1.3,65,0
2019/1/3 3:10,2019,Y地市,Y01变电站,220kV,1号主变,25.253906,40.527321,5.760908,103.007812,220千伏正母线,228.486328,3.5,74,1034.3,1,39,0
2019/1/3 3:20,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,40.393345,5.96187,104.414062,220千伏正母线,228.164062,3.6,73,1034.3,1,39,0
2019/1/3 3:30,2019,Y地市,Y01变电站,220kV,1号主变,25.3125,39.187572,5.091035,100.722656,220千伏正母线,228.228516,3.7,70,1034.3,1.5,32,0
2019/1/3 3:40,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,39.924435,5.024048,102.128906,220千伏正母线,228.099609,3.7,70,1034.2,1.6,41,0
2019/1/3 3:50,2019,Y地市,Y01变电站,220kV,1号主变,25.3125,39.857449,4.957061,100.371094,220千伏正母线,228.164062,3.8,71,1034.2,1.6,41,0
2019/1/3 4:00,2019,Y地市,Y01变电站,220kV,1号主变,25.341797,40.058411,5.626934,99.492188,220千伏正母线,227.90625,3.8,70,1034.1,1.6,41,0
2019/1/3 4:10,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,39.924435,4.890073,99.84375,220千伏正母线,228.228516,3.8,69,1034,1.3,27,0
2019/1/3 4:20,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,41.398155,5.492959,105.996094,220千伏正母线,227.712891,3.9,69,1034,1.8,39,0
2019/1/3 4:30,2019,Y地市,Y01变电站,220kV,1号主变,25.253906,39.656487,6.028858,100.722656,220千伏正母线,228.357422,4,68,1034,2.1,47,0
2019/1/3 4:40,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,41.666103,6.095845,102.480469,220千伏正母线,228.099609,4,68,1033.9,2.3,47,0
2019/1/3 4:50,2019,Y地市,Y01变电站,220kV,1号主变,25.283203,40.728283,6.296807,103.710938,220千伏正母线,228.292969,4,68,1033.8,2.3,47,0
2019/1/3 5:00,2019,Y地市,Y01变电站,220kV,1号主变,25.253906,40.795269,5.693921,104.414062,220千伏正母线,227.90625,4,69,1033.9,2.3,47,0
2019/1/3 5:10,2019,Y地市,Y01变电站,220kV,1号主变,25.107422,41.264179,5.358984,105.644531,220千伏正母线,228.228516,4,70,1034.1,1.4,48,0
2019/1/3 5:20,2019,Y地市,Y01变电站,220kV,1号主变,25.048828,42.603928,5.96187,105.996094,220千伏正母线,228.679688,4,70,1034.1,1.4,48,0
2019/1/3 5:30,2019,Y地市,Y01变电站,220kV,1号主变,25.107422,42.068027,5.291997,105.996094,220千伏正母线,228.357422,4,71,1034,1.4,48,0
2019/1/3 5:40,2019,Y地市,Y01变电站,220kV,1号主变,25.136719,43.809696,6.095845,107.578125,220千伏正母线,227.90625,4,72,1034,1.4,48,0
2019/1/3 5:50,2019,Y地市,Y01变电站,220kV,1号主变,25.195312,46.288227,5.894883,116.542969,220千伏正母线,228.550781,4,70,1034,1.5,87,0
2019/1/3 6:00,2019,Y地市,Y01变电站,220kV,1号主变,25.166016,45.350407,6.363794,113.554688,220千伏正母线,228.228516,4,70,1034,1.5,87,0
2019/1/3 6:10,2019,Y地市,Y01变电站,220kV,1号主变,25.107422,48.230862,6.363794,120.410156,220千伏正母线,227.970703,4.1,69,1034,1.7,86,0
2019/1/3 6:20,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,50.106506,7.569566,126.914062,220千伏正母线,227.068359,4.1,69,1034,2.1,82,0
2019/1/3 6:30,2019,Y地市,Y01变电站,220kV,1号主变,25.048828,49.97253,7.971489,124.980469,220千伏正母线,227.970703,4.1,70,1034.1,2.1,82,0
2019/1/3 6:40,2019,Y地市,Y01变电站,220kV,1号主变,25.048828,50.709389,7.971489,127.089844,220千伏正母线,227.90625,4.1,70,1034.3,2.1,76,0
2019/1/3 6:50,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,51.513237,8.306426,132.539062,220千伏正母线,227.970703,4.2,70,1034.4,2.1,76,0
2019/1/3 7:00,2019,Y地市,Y01变电站,220kV,1号主变,25.019531,54.929592,8.909311,138.164062,220千伏正母线,227.519531,4.2,70,1034.6,2.1,82,0
2019/1/3 7:10,2019,Y地市,Y01变电站,220kV,1号主变,24.462891,53.321896,9.244248,137.109375,220千伏正母线,227.712891,4.2,70,1034.7,2.2,74,0
2019/1/3 7:20,2019,Y地市,Y01变电站,220kV,1号主变,24.462891,56.068375,9.110273,141.503906,220千伏正母线,227.841797,4.3,70,1034.7,2.6,74,0
2019/1/3 7:30,2019,Y地市,Y01变电站,220kV,1号主变,24.990234,57.274147,10.985918,145.371094,220千伏正母线,226.810547,4.3,70,1034.8,2.6,74,0
2019/1/3 7:40,2019,Y地市,Y01变电站,220kV,1号主变,25.019531,66.853333,13.732398,172.441406,220千伏正母线,226.488281,4.4,70,1034.9,2.6,74,0
2019/1/3 7:50,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,69.934746,17.282724,182.285156,220千伏正母线,226.488281,4.4,70,1035.1,2.6,74,0
2019/1/3 8:00,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,73.953987,17.14875,192.480469,220千伏正母线,226.230469,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 8:10,2019,Y地市,Y01变电站,220kV,1号主变,25.136719,79.580917,9.244248,202.5,220千伏正母线,227.583984,4.5,70,1035.5,2,105,0
2019/1/3 8:20,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,81.72451,10.985918,206.191406,220千伏正母线,227.197266,4.6,69,1035.6,2.5,103,0
2019/1/3 8:30,2019,Y地市,Y01变电站,220kV,1号主变,25.078125,83.734131,6.229819,211.816406,220千伏正母线,227.326172,4.7,69,1035.9,2.7,97,0
2019/1/3 8:40,2019,Y地市,Y01变电站,220kV,1号主变,25.136719,86.815552,8.574375,220.078125,220千伏正母线,226.617188,4.8,69,1035.8,2.7,97,0
2019/1/3 8:50,2019,Y地市,Y01变电站,220kV,1号主变,25.195312,86.614586,8.976299,220.78125,220千伏正母线,226.681641,4.9,69,1035.8,2.8,92,0
2019/1/3 9:00,2019,Y地市,Y01变电站,220kV,1号主变,25.195312,88.691193,9.311235,225.878906,220千伏正母线,226.488281,4.9,68,1036,2.8,92,0
2019/1/3 9:10,2019,Y地市,Y01变电站,220kV,1号主变,25.341797,89.829979,11.18688,228.339844,220千伏正母线,226.746094,5,67,1036.1,3.1,96,0
2019/1/3 9:20,2019,Y地市,Y01变电站,220kV,1号主变,25.371094,90.499847,11.387842,231.503906,220千伏正母线,226.875,5.2,67,1036.2,3.4,89,0
2019/1/3 9:30,2019,Y地市,Y01变电站,220kV,1号主变,25.400391,90.432861,11.722778,233.964844,220千伏正母线,226.294922,5.3,67,1036.2,3.4,89,0
2019/1/3 9:40,2019,Y地市,Y01变电站,220kV,1号主变,25.458984,91.437675,12.660601,230.976562,220千伏正母线,226.810547,5.4,67,1036.2,3.4,80,0
2019/1/3 9:50,2019,Y地市,Y01变电站,220kV,1号主变,25.986328,89.361069,9.847134,229.21875,220千伏正母线,226.294922,5.5,68,1036.1,3.4,81,0
2019/1/3 10:00,2019,Y地市,Y01变电站,220kV,1号主变,26.132812,91.973572,12.727588,237.128906,220千伏正母线,226.359375,5.6,66,1035.9,3.4,89,0
2019/1/3 10:10,2019,Y地市,Y01变电站,220kV,1号主变,26.132812,91.638634,12.526627,236.425781,220千伏正母线,226.552734,5.7,65,1035.7,3.2,102,0
2019/1/3 10:20,2019,Y地市,Y01变电站,220kV,1号主变,26.220703,92.509468,13.129512,236.425781,220千伏正母线,226.359375,5.8,65,1035.6,3.3,80,0
2019/1/3 10:30,2019,Y地市,Y01变电站,220kV,1号主变,26.396484,91.906586,10.985918,233.4375,220千伏正母线,226.681641,6,64,1035.3,3.8,104,0
2019/1/3 10:40,2019,Y地市,Y01变电站,220kV,1号主变,27.099609,89.829979,10.316045,229.21875,220千伏正母线,227.197266,6.1,63,1035.2,4.3,105,0
2019/1/3 10:50,2019,Y地市,Y01变电站,220kV,1号主变,27.128906,87.820358,7.636553,221.835938,220千伏正母线,227.583984,6.3,61,1035,4.3,105,0
2019/1/3 11:00,2019,Y地市,Y01变电站,220kV,1号主变,27.158203,76.968414,5.827896,192.832031,220千伏正母线,228.873047,6.4,62,1034.9,4.9,83,0
2019/1/3 11:10,2019,Y地市,Y01变电站,220kV,1号主变,27.216797,70.068726,2.545518,174.726562,220千伏正母线,229.259766,6.5,61,1034.7,3.9,103,0
2019/1/3 11:20,2019,Y地市,Y01变电站,220kV,1号主变,27.246094,72.078339,14.737207,182.636719,220千伏正母线,228.679688,6.7,61,1034.3,3.9,103,0
2019/1/3 11:30,2019,Y地市,Y01变电站,220kV,1号主变,27.304688,69.532822,14.335283,177.011719,220千伏正母线,229.453125,6.8,60,1034.1,3.9,103,0
2019/1/3 11:40,2019,Y地市,Y01变电站,220kV,1号主变,27.421875,74.020973,18.086573,191.074219,220千伏正母线,228.808594,6.9,60,1034,3.9,103,0
2019/1/3 11:50,2019,Y地市,Y01变电站,220kV,1号主变,27.978516,75.829628,20.230165,195.46875,220千伏正母线,227.841797,6.9,60,1033.7,3.9,103,0
2019/1/3 12:00,2019,Y地市,Y01变电站,220kV,1号主变,28.037109,77.973221,18.287535,199.511719,220千伏正母线,228.035156,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 12:10,2019,Y地市,Y01变电站,220kV,1号主变,28.066406,81.72451,17.14875,210.058594,220千伏正母线,227.583984,7,59,1033.4,4.7,89,0
2019/1/3 12:20,2019,Y地市,Y01变电站,220kV,1号主变,28.183594,84.404007,18.421509,216.386719,220千伏正母线,227.519531,7.1,59,1033.3,4.7,89,0
2019/1/3 12:30,2019,Y地市,Y01变电站,220kV,1号主变,28.271484,85.207855,20.029205,219.726562,220千伏正母线,227.583984,7.1,59,1033,4.8,111,0
