数据时间,地区,线路名称,线路类型,有功值,无功值,电流值,母线名称,母线电压,温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/1 0:00,X地市,10kVX01医院线,医院,1.405482,0.341874,79.49324,10kVⅣ段母线,10.34643,1.6,68,1035.4,5.1,354,0
2019/1/1 0:10,X地市,10kVX01医院线,医院,1.367496,0.31655,79.141502,10kVⅣ段母线,10.31712,1.6,70,1035.5,4.1,351,0
2019/1/1 0:20,X地市,10kVX01医院线,医院,1.342172,0.31655,77.382797,10kVⅣ段母线,10.322982,1.6,71,1035.6,4.2,343,0
2019/1/1 0:30,X地市,10kVX01医院线,医院,1.240876,0.25324,71.051483,10kVⅣ段母线,10.334706,1.6,71,1035.6,4.2,343,0
2019/1/1 0:40,X地市,10kVX01医院线,医院,1.253538,0.265902,71.754959,10kVⅣ段母线,10.34643,1.6,71,1035.6,4.2,343,0
2019/1/1 0:50,X地市,10kVX01医院线,医院,1.304186,0.291226,73.865402,10kVⅣ段母线,10.34643,1.5,70,1035.6,4.4,348,0
2019/1/1 1:00,X地市,10kVX01医院线,医院,1.2662,0.265902,72.810181,10kVⅣ段母线,10.34643,1.5,68,1035.6,5.3,349,0
2019/1/1 1:10,X地市,10kVX01医院线,医院,1.2662,0.265902,72.458443,10kVⅣ段母线,10.352292,1.4,67,1035.7,5.9,349,0
2019/1/1 1:20,X地市,10kVX01医院线,医院,1.291524,0.291226,73.513664,10kVⅣ段母线,10.352292,1.3,66,1035.7,6,351,0
2019/1/1 1:30,X地市,10kVX01医院线,医院,1.291524,0.31655,73.513664,10kVⅣ段母线,10.352292,1.3,66,1035.6,6,351,0
2019/1/1 1:40,X地市,10kVX01医院线,医院,1.316848,0.341874,76.679321,10kVⅣ段母线,10.352292,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 1:50,X地市,10kVX01医院线,医院,1.291524,0.31655,73.865402,10kVⅣ段母线,10.352292,1.2,64,1035.7,6,351,0
2019/1/1 2:00,X地市,10kVX01医院线,医院,1.228214,0.278564,68.589302,10kVⅣ段母线,10.364016,1.2,63,1035.7,6,351,0
2019/1/1 2:10,X地市,10kVX01医院线,医院,1.190228,0.25324,68.237564,10kVⅣ段母线,10.37574,1.1,64,1035.8,4,338,0
2019/1/1 2:20,X地市,10kVX01医院线,医院,1.190228,0.265902,66.830597,10kVⅣ段母线,10.364016,1.1,64,1035.8,5.1,355,0
2019/1/1 2:30,X地市,10kVX01医院线,医院,1.278862,0.303888,73.865402,10kVⅣ段母线,10.364016,1.1,64,1035.6,5.1,355,0
2019/1/1 2:40,X地市,10kVX01医院线,医院,1.342172,0.329212,77.382797,10kVⅣ段母线,10.369878,1,63,1035.6,5.1,355,0
2019/1/1 2:50,X地市,10kVX01医院线,医院,1.291524,0.329212,73.161919,10kVⅣ段母线,10.381602,1,64,1035.5,5.4,354,0
2019/1/1 3:00,X地市,10kVX01医院线,医院,1.228214,0.303888,69.996262,10kVⅣ段母线,10.381602,1,64,1035.5,5.4,354,0
2019/1/1 3:10,X地市,10kVX01医院线,医院,1.253538,0.303888,69.996262,10kVⅣ段母线,10.37574,0.9,65,1035.3,4.1,1,0
2019/1/1 3:20,X地市,10kVX01医院线,医院,1.177566,0.265902,67.885818,10kVⅣ段母线,10.381602,0.9,65,1035.3,4.2,352,0
2019/1/1 3:30,X地市,10kVX01医院线,医院,1.177566,0.265902,66.478859,10kVⅣ段母线,10.37574,0.9,65,1035.1,4.2,352,0
2019/1/1 3:40,X地市,10kVX01医院线,医院,1.177566,0.265902,66.830597,10kVⅣ段母线,10.387464,0.9,65,1035.1,4.2,352,0
2019/1/1 3:50,X地市,10kVX01医院线,医院,1.20289,0.265902,67.182343,10kVⅣ段母线,10.387464,0.8,66,1035,4.2,352,0
2019/1/1 4:00,X地市,10kVX01医院线,医院,1.215552,0.291226,69.292778,10kVⅣ段母线,10.387464,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:10,X地市,10kVX01医院线,医院,1.278862,0.31655,73.513664,10kVⅣ段母线,10.381602,0.8,68,1034.8,3.4,0,0
2019/1/1 4:20,X地市,10kVX01医院线,医院,1.228214,0.31655,69.292778,10kVⅣ段母线,10.393326,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:30,X地市,10kVX01医院线,医院,1.190228,0.291226,68.94104,10kVⅣ段母线,10.381602,0.8,68,1034.8,3.5,24,0
2019/1/1 4:40,X地市,10kVX01医院线,医院,1.20289,0.291226,69.644524,10kVⅣ段母线,10.393326,0.8,69,1034.7,3.5,24,0
2019/1/1 4:50,X地市,10kVX01医院线,医院,1.228214,0.291226,69.644524,10kVⅣ段母线,10.387464,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 5:00,X地市,10kVX01医院线,医院,1.190228,0.265902,66.478859,10kVⅣ段母线,10.393326,0.8,71,1034.6,3.5,24,0
2019/1/1 5:10,X地市,10kVX01医院线,医院,1.228214,0.291226,68.589302,10kVⅣ段母线,10.393326,0.8,70,1034.6,4,15,0
2019/1/1 5:20,X地市,10kVX01医院线,医院,1.253538,0.291226,70.699738,10kVⅣ段母线,10.387464,0.8,71,1034.7,4,15,0
2019/1/1 5:30,X地市,10kVX01医院线,医院,1.215552,0.278564,68.94104,10kVⅣ段母线,10.381602,0.8,71,1034.7,4,15,0
2019/1/1 5:40,X地市,10kVX01医院线,医院,1.32951,0.329212,74.920624,10kVⅣ段母线,10.393326,0.8,71,1034.8,4,15,0
2019/1/1 5:50,X地市,10kVX01医院线,医院,1.215552,0.265902,69.292778,10kVⅣ段母线,10.393326,0.8,72,1035,4,15,0
2019/1/1 6:00,X地市,10kVX01医院线,医院,1.278862,0.265902,71.051483,10kVⅣ段母线,10.381602,0.7,72,1035.1,4,15,0
2019/1/1 6:10,X地市,10kVX01医院线,医院,1.304186,0.303888,73.865402,10kVⅣ段母线,10.369878,0.8,72,1035.3,2.7,345,0
2019/1/1 6:20,X地市,10kVX01医院线,医院,1.291524,0.278564,73.865402,10kVⅣ段母线,10.358154,0.7,72,1035.4,2.7,345,0
2019/1/1 6:30,X地市,10kVX01医院线,医院,1.32951,0.278564,77.031059,10kVⅣ段母线,10.364016,0.7,71,1035.5,2.7,345,0
2019/1/1 6:40,X地市,10kVX01医院线,医院,1.342172,0.291226,75.6241,10kVⅣ段母线,10.358154,0.7,72,1035.6,2.7,345,0
2019/1/1 6:50,X地市,10kVX01医院线,医院,1.532102,0.329212,87.231522,10kVⅣ段母线,10.34643,0.7,73,1035.7,2.7,345,0
2019/1/1 7:00,X地市,10kVX01医院线,医院,1.51944,0.329212,87.934998,10kVⅣ段母线,10.352292,0.7,72,1035.8,2.7,351,0
2019/1/1 7:10,X地市,10kVX01医院线,医院,1.633398,0.329212,92.155884,10kVⅣ段母线,10.340568,0.7,72,1035.9,2,346,0
2019/1/1 7:20,X地市,10kVX01医院线,医院,1.64606,0.354536,91.804138,10kVⅣ段母线,10.340568,0.7,71,1036.1,2.2,356,0
2019/1/1 7:30,X地市,10kVX01医院线,医院,1.658722,0.354536,95.673279,10kVⅣ段母线,10.322982,0.8,71,1036.3,2.2,356,0
2019/1/1 7:40,X地市,10kVX01医院线,医院,1.608074,0.329212,92.85936,10kVⅣ段母线,10.334706,0.8,70,1036.4,2.2,356,0
2019/1/1 7:50,X地市,10kVX01医院线,医院,1.633398,0.341874,92.85936,10kVⅣ段母线,10.31712,0.9,71,1036.4,2.2,356,0
2019/1/1 8:00,X地市,10kVX01医院线,医院,1.58275,0.329212,90.748924,10kVⅣ段母线,10.31712,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 8:10,X地市,10kVX01医院线,医院,1.557426,0.291226,87.58326,10kVⅣ段母线,10.34643,1,71,1036.6,1.6,337,0
2019/1/1 8:20,X地市,10kVX01医院线,医院,1.570088,0.329212,88.990219,10kVⅣ段母线,10.334706,1,69,1036.8,1.6,355,0
2019/1/1 8:30,X地市,10kVX01医院线,医院,1.544764,0.303888,90.045441,10kVⅣ段母线,10.311258,1.1,68,1036.8,1.6,355,0
2019/1/1 8:40,X地市,10kVX01医院线,医院,1.570088,0.329212,90.045441,10kVⅣ段母线,10.31712,1.2,69,1036.7,1.6,355,0
2019/1/1 8:50,X地市,10kVX01医院线,医院,1.544764,0.215254,88.286743,10kVⅣ段母线,10.305396,1.3,66,1036.7,2.1,10,0
2019/1/1 9:00,X地市,10kVX01医院线,医院,1.595412,0.202592,91.100662,10kVⅣ段母线,10.31712,1.3,65,1036.8,3.4,340,0
2019/1/1 9:10,X地市,10kVX01医院线,医院,1.570088,0.202592,90.045441,10kVⅣ段母线,10.311258,1.4,63,1036.8,2.6,12,0
2019/1/1 9:20,X地市,10kVX01医院线,医院,1.58275,0.18993,90.397179,10kVⅣ段母线,10.311258,1.5,62,1036.8,3.1,0,0
2019/1/1 9:30,X地市,10kVX01医院线,医院,1.595412,0.18993,91.804138,10kVⅣ段母线,10.299534,1.5,63,1036.8,3.1,0,0
2019/1/1 9:40,X地市,10kVX01医院线,医院,1.58275,0.227916,90.397179,10kVⅣ段母线,10.28781,1.9,62,1036.6,3.1,0,0
2019/1/1 9:50,X地市,10kVX01医院线,医院,1.468792,0.202592,84.065857,10kVⅣ段母线,10.293672,2.4,60,1036.6,3.1,0,0
2019/1/1 10:00,X地市,10kVX01医院线,医院,1.532102,0.202592,86.1763,10kVⅣ段母线,10.281948,2.8,59,1036.5,3.1,0,0
2019/1/1 10:10,X地市,10kVX01医院线,医院,1.570088,0.25324,90.045441,10kVⅣ段母线,10.270224,3.1,58,1036.3,1.6,329,0
2019/1/1 10:20,X地市,10kVX01医院线,医院,1.620736,0.25324,93.562843,10kVⅣ段母线,10.270224,3.1,55,1036.2,3.6,317,0
2019/1/1 10:30,X地市,10kVX01医院线,医院,1.595412,0.25324,90.748924,10kVⅣ段母线,10.252638,3.1,56,1036.1,3.9,325,0
2019/1/1 10:40,X地市,10kVX01医院线,医院,1.658722,0.25324,95.321541,10kVⅣ段母线,10.2585,3.3,55,1035.9,4.7,8,0
2019/1/1 10:50,X地市,10kVX01医院线,医院,1.595412,0.215254,93.211098,10kVⅣ段母线,10.276086,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 11:00,X地市,10kVX01医院线,医院,1.70937,0.25324,99.542419,10kVⅣ段母线,10.264362,3.8,54,1035.7,4.7,8,0
2019/1/1 11:10,X地市,10kVX01医院线,医院,1.671384,0.265902,97.783722,10kVⅣ段母线,10.264362,3.9,53,1035.4,4.5,16,0
2019/1/1 11:20,X地市,10kVX01医院线,医院,1.70937,0.240578,98.487198,10kVⅣ段母线,10.276086,4.1,54,1035.1,4.5,312,0
2019/1/1 11:30,X地市,10kVX01医院线,医院,1.658722,0.240578,96.7285,10kVⅣ段母线,10.2585,4.2,51,1034.8,4.5,312,0
2019/1/1 11:40,X地市,10kVX01医院线,医院,1.620736,0.215254,93.211098,10kVⅣ段母线,10.270224,4.3,51,1034.5,4.7,326,0
2019/1/1 11:50,X地市,10kVX01医院线,医院,1.658722,0.265902,94.618057,10kVⅣ段母线,10.270224,4.3,50,1034.2,5.1,325,0
2019/1/1 12:00,X地市,10kVX01医院线,医院,1.671384,0.265902,97.080238,10kVⅣ段母线,10.264362,4.8,48,1034.1,5.4,17,0
2019/1/1 12:10,X地市,10kVX01医院线,医院,1.671384,0.265902,97.431984,10kVⅣ段母线,10.264362,4.5,47,1033.8,4.8,356,0
2019/1/1 12:20,X地市,10kVX01医院线,医院,1.64606,0.240578,94.618057,10kVⅣ段母线,10.270224,4.6,48,1033.6,5.7,340,0
2019/1/1 12:30,X地市,10kVX01医院线,医院,1.671384,0.240578,94.969803,10kVⅣ段母线,10.276086,4.7,48,1033.5,5.7,340,0
2019/1/1 12:40,X地市,10kVX01医院线,医院,1.595412,0.227916,91.4524,10kVⅣ段母线,10.264362,4.7,46,1033.5,5.7,340,0
2019/1/1 12:50,X地市,10kVX01医院线,医院,1.544764,0.227916,87.934998,10kVⅣ段母线,10.276086,5.2,48,1033.3,5.7,340,0
2019/1/1 13:00,X地市,10kVX01医院线,医院,1.557426,0.227916,88.286743,10kVⅣ段母线,10.276086,4.8,46,1033.2,6,339,0
2019/1/1 13:10,X地市,10kVX01医院线,医院,1.58275,0.278564,91.100662,10kVⅣ段母线,10.276086,5.3,44,1033.2,5,355,0
2019/1/1 13:20,X地市,10kVX01医院线,医院,1.557426,0.278564,88.286743,10kVⅣ段母线,10.293672,5.3,43,1033,6.7,21,0
2019/1/1 13:30,X地市,10kVX01医院线,医院,1.570088,0.278564,90.045441,10kVⅣ段母线,10.299534,5.4,42,1032.9,6.7,21,0
2019/1/1 13:40,X地市,10kVX01医院线,医院,1.595412,0.278564,90.748924,10kVⅣ段母线,10.28781,5.1,41,1032.7,6.7,21,0
2019/1/1 13:50,X地市,10kVX01医院线,医院,1.532102,0.25324,87.58326,10kVⅣ段母线,10.28781,5.1,40,1032.6,6.7,21,0
2019/1/1 14:00,X地市,10kVX01医院线,医院,1.570088,0.265902,90.397179,10kVⅣ段母线,10.293672,5.1,38,1032.6,6.7,21,0
2019/1/1 14:10,X地市,10kVX01医院线,医院,1.595412,0.240578,93.211098,10kVⅣ段母线,10.305396,5.1,38,1032.5,5.6,351,0
2019/1/1 14:20,X地市,10kVX01医院线,医院,1.620736,0.25324,94.618057,10kVⅣ段母线,10.305396,5.3,38,1032.6,6.2,46,0
2019/1/1 14:30,X地市,10kVX01医院线,医院,1.532102,0.215254,88.286743,10kVⅣ段母线,10.299534,5.2,37,1032.6,6.2,46,0
2019/1/1 14:40,X地市,10kVX01医院线,医院,1.58275,0.265902,90.045441,10kVⅣ段母线,10.311258,5.1,38,1032.7,6.2,46,0
2019/1/1 14:50,X地市,10kVX01医院线,医院,1.570088,0.240578,88.990219,10kVⅣ段母线,10.305396,4.9,38,1032.8,6.2,46,0
2019/1/1 15:00,X地市,10kVX01医院线,医院,1.570088,0.240578,88.990219,10kVⅣ段母线,10.305396,4.8,37,1033,6.2,46,0
2019/1/1 15:10,X地市,10kVX01医院线,医院,1.595412,0.240578,89.693703,10kVⅣ段母线,10.305396,4.9,37,1033.1,4.8,39,0
2019/1/1 15:20,X地市,10kVX01医院线,医院,1.633398,0.215254,93.914581,10kVⅣ段母线,10.31712,5,38,1033.1,4.8,39,0
2019/1/1 15:30,X地市,10kVX01医院线,医院,1.633398,0.240578,93.914581,10kVⅣ段母线,10.311258,4.8,36,1033.1,5.1,40,0
2019/1/1 15:40,X地市,10kVX01医院线,医院,1.658722,0.240578,95.673279,10kVⅣ段母线,10.311258,4.7,36,1033.1,5.1,42,0
2019/1/1 15:50,X地市,10kVX01医院线,医院,1.671384,0.265902,97.431984,10kVⅣ段母线,10.299534,4.6,35,1033.1,5.1,42,0
2019/1/1 16:00,X地市,10kVX01医院线,医院,1.620736,0.240578,94.266319,10kVⅣ段母线,10.305396,4.5,37,1033.1,5.1,40,0
2019/1/1 16:10,X地市,10kVX01医院线,医院,1.633398,0.240578,93.914581,10kVⅣ段母线,10.305396,4.3,37,1033,4.8,20,0
2019/1/1 16:20,X地市,10kVX01医院线,医院,1.608074,0.240578,92.507622,10kVⅣ段母线,10.293672,4.2,36,1033,5.4,20,0
2019/1/1 16:30,X地市,10kVX01医院线,医院,1.70937,0.240578,98.13546,10kVⅣ段母线,10.276086,4,38,1033,5.4,20,0
2019/1/1 16:40,X地市,10kVX01医院线,医院,1.684046,0.265902,96.025024,10kVⅣ段母线,10.270224,3.8,37,1033.2,5.4,20,0
2019/1/1 16:50,X地市,10kVX01医院线,医院,1.760018,0.265902,100.949379,10kVⅣ段母线,10.276086,3.6,38,1033.2,5.4,20,0
2019/1/1 17:00,X地市,10kVX01医院线,医院,1.696708,0.240578,98.487198,10kVⅣ段母线,10.281948,3.4,39,1033.3,5.4,20,0
2019/1/1 17:10,X地市,10kVX01医院线,医院,1.734694,0.44317,100.949379,10kVⅣ段母线,10.264362,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 17:20,X地市,10kVX01医院线,医院,1.722032,0.44317,101.652863,10kVⅣ段母线,10.2585,3,40,1033.5,4.7,22,0
2019/1/1 17:30,X地市,10kVX01医院线,医院,1.77268,0.44317,103.059822,10kVⅣ段母线,10.246776,2.7,41,1033.7,4.7,22,0
2019/1/1 17:40,X地市,10kVX01医院线,医院,1.785342,0.417846,104.115044,10kVⅣ段母线,10.240914,2.6,42,1033.8,4.7,22,0
2019/1/1 17:50,X地市,10kVX01医院线,医院,1.810666,0.44317,106.577217,10kVⅣ段母线,10.240914,2.4,43,1033.9,4.7,22,0
2019/1/1 18:00,X地市,10kVX01医院线,医院,1.760018,0.44317,104.115044,10kVⅣ段母线,10.235052,2.1,45,1034,4.7,22,0
2019/1/1 18:10,X地市,10kVX01医院线,医院,1.722032,0.44317,99.542419,10kVⅣ段母线,10.34643,1.9,45,1034,3.8,34,0
2019/1/1 18:20,X地市,10kVX01医院线,医院,1.747356,0.417846,100.245903,10kVⅣ段母线,10.358154,1.7,45,1034,3.8,34,0
2019/1/1 18:30,X地市,10kVX01医院线,医院,1.64606,0.405184,96.025024,10kVⅣ段母线,10.37574,1.5,45,1034.1,3.8,34,0
2019/1/1 18:40,X地市,10kVX01医院线,医院,1.620736,0.405184,94.969803,10kVⅣ段母线,10.369878,1.4,45,1034.1,3.8,34,0
2019/1/1 18:50,X地市,10kVX01医院线,医院,1.64606,0.392522,96.025024,10kVⅣ段母线,10.352292,1.3,46,1034.1,3.8,34,0
2019/1/1 19:00,X地市,10kVX01医院线,医院,1.658722,0.405184,96.376762,10kVⅣ段母线,10.334706,1,49,1034.1,3.8,31,0
2019/1/1 19:10,X地市,10kVX01医院线,医院,1.658722,0.405184,95.321541,10kVⅣ段母线,10.34643,0.8,48,1034,2.1,17,0
2019/1/1 19:20,X地市,10kVX01医院线,医院,1.671384,0.405184,96.376762,10kVⅣ段母线,10.369878,0.6,50,1034.1,2.5,0,0
2019/1/1 19:30,X地市,10kVX01医院线,医院,1.696708,0.392522,98.13546,10kVⅣ段母线,10.369878,0.6,49,1034,2.7,8,0
2019/1/1 19:40,X地市,10kVX01医院线,医院,1.64606,0.392522,94.266319,10kVⅣ段母线,10.364016,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 19:50,X地市,10kVX01医院线,医院,1.58275,0.354536,89.693703,10kVⅣ段母线,10.364016,0.2,54,1034.4,2.7,8,0
2019/1/1 20:00,X地市,10kVX01医院线,医院,1.58275,0.392522,91.4524,10kVⅣ段母线,10.358154,0,55,1034.6,2.7,8,0
2019/1/1 20:10,X地市,10kVX01医院线,医院,1.608074,0.417846,93.914581,10kVⅣ段母线,10.34643,-0.2,56,1034.5,2.1,6,0
2019/1/1 20:20,X地市,10kVX01医院线,医院,1.684046,0.405184,97.080238,10kVⅣ段母线,10.358154,-0.3,56,1034.6,2.2,6,0
2019/1/1 20:30,X地市,10kVX01医院线,医院,1.671384,0.417846,97.783722,10kVⅣ段母线,10.352292,-0.4,57,1034.3,2.7,9,0
2019/1/1 20:40,X地市,10kVX01医院线,医院,1.671384,0.417846,97.080238,10kVⅣ段母线,10.369878,-0.4,57,1034.1,3.5,15,0
2019/1/1 20:50,X地市,10kVX01医院线,医院,1.608074,0.392522,92.85936,10kVⅣ段母线,10.369878,-0.4,58,1033.9,3.5,15,0
2019/1/1 21:00,X地市,10kVX01医院线,医院,1.608074,0.341874,92.85936,10kVⅣ段母线,10.37574,-0.3,61,1033.9,3.9,17,0
2019/1/1 21:10,X地市,10kVX01医院线,医院,1.620736,0.367198,93.914581,10kVⅣ段母线,10.352292,-0.1,61,1033.8,3.1,3,0
2019/1/1 21:20,X地市,10kVX01医院线,医院,1.633398,0.392522,93.914581,10kVⅣ段母线,10.364016,0,61,1034,3.2,1,0
2019/1/1 21:30,X地市,10kVX01医院线,医院,1.595412,0.367198,92.507622,10kVⅣ段母线,10.387464,0.1,61,1034.2,3.2,1,0
2019/1/1 21:40,X地市,10kVX01医院线,医院,1.595412,0.392522,93.211098,10kVⅣ段母线,10.387464,0.1,61,1034,3.2,1,0
2019/1/1 21:50,X地市,10kVX01医院线,医院,1.633398,0.37986,94.618057,10kVⅣ段母线,10.369878,0.1,61,1034.4,3.2,1,0
2019/1/1 22:00,X地市,10kVX01医院线,医院,1.608074,0.37986,93.211098,10kVⅣ段母线,10.369878,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 22:10,X地市,10kVX01医院线,医院,1.64606,0.392522,93.914581,10kVⅣ段母线,10.40505,0.1,63,1033.9,3.2,11,0
2019/1/1 22:20,X地市,10kVX01医院线,医院,1.58275,0.392522,90.045441,10kVⅣ段母线,10.428498,0.2,63,1033.9,3.2,11,0
2019/1/1 22:30,X地市,10kVX01医院线,医院,1.608074,0.405184,91.4524,10kVⅣ段母线,10.440222,0.1,64,1033.8,3.2,11,0
2019/1/1 22:40,X地市,10kVX01医院线,医院,1.58275,0.392522,88.286743,10kVⅣ段母线,10.428498,0,65,1033.9,3.2,11,0
2019/1/1 22:50,X地市,10kVX01医院线,医院,1.557426,0.392522,86.528038,10kVⅣ段母线,10.457808,0.1,65,1034.1,3.2,11,0
2019/1/1 23:00,X地市,10kVX01医院线,医院,1.58275,0.367198,89.341957,10kVⅣ段母线,10.446084,0.1,66,1033.8,3.2,11,0
2019/1/1 23:10,X地市,10kVX01医院线,医院,1.430806,0.341874,80.9002,10kVⅣ段母线,10.358154,0.2,65,1034.3,2.7,358,0
2019/1/1 23:20,X地市,10kVX01医院线,医院,1.481454,0.37986,84.065857,10kVⅣ段母线,10.340568,0.3,64,1034.8,2.7,358,0
2019/1/1 23:30,X地市,10kVX01医院线,医院,1.418144,0.329212,80.196724,10kVⅣ段母线,10.369878,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 23:40,X地市,10kVX01医院线,医院,1.380158,0.329212,79.141502,10kVⅣ段母线,10.364016,0.1,66,1035,2.7,358,0
2019/1/1 23:50,X地市,10kVX01医院线,医院,1.354834,0.329212,77.031059,10kVⅣ段母线,10.381602,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:00,X地市,10kVX01医院线,医院,1.304186,0.303888,74.21714,10kVⅣ段母线,10.358154,0.1,66,1034.7,2.7,358,0
2019/1/2 0:10,X地市,10kVX01医院线,医院,1.253538,0.265902,70.699738,10kVⅣ段母线,10.34643,0.2,66,1034.8,1.4,355,0
2019/1/2 0:20,X地市,10kVX01医院线,医院,1.278862,0.265902,72.810181,10kVⅣ段母线,10.352292,0.2,66,1034.7,1.4,355,0
2019/1/2 0:30,X地市,10kVX01医院线,医院,1.253538,0.265902,70.348,10kVⅣ段母线,10.358154,0.2,67,1034.7,1.4,355,0
2019/1/2 0:40,X地市,10kVX01医院线,医院,1.20289,0.265902,69.292778,10kVⅣ段母线,10.34643,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:50,X地市,10kVX01医院线,医院,1.20289,0.265902,68.589302,10kVⅣ段母线,10.364016,0.1,68,1034.5,1.9,49,0
2019/1/2 1:00,X地市,10kVX01医院线,医院,1.278862,0.31655,73.513664,10kVⅣ段母线,10.364016,0.1,69,1034.5,2.3,34,0
2019/1/2 1:10,X地市,10kVX01医院线,医院,1.278862,0.31655,73.865402,10kVⅣ段母线,10.369878,0.2,68,1034.5,2.4,44,0
2019/1/2 1:20,X地市,10kVX01医院线,医院,1.253538,0.31655,72.458443,10kVⅣ段母线,10.381602,0.3,66,1034.6,2.8,39,0
2019/1/2 1:30,X地市,10kVX01医院线,医院,1.228214,0.291226,70.348,10kVⅣ段母线,10.381602,0.5,65,1034.7,2.8,39,0
2019/1/2 1:40,X地市,10kVX01医院线,医院,1.253538,0.31655,72.458443,10kVⅣ段母线,10.369878,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 1:50,X地市,10kVX01医院线,医院,1.190228,0.278564,66.478859,10kVⅣ段母线,10.387464,0.8,64,1034.8,3,49,0
2019/1/2 2:00,X地市,10kVX01医院线,医院,1.164904,0.25324,65.071899,10kVⅣ段母线,10.369878,0.8,65,1034.8,3,49,0
2019/1/2 2:10,X地市,10kVX01医院线,医院,1.177566,0.278564,66.830597,10kVⅣ段母线,10.381602,0.8,66,1034.6,2.4,131,0
2019/1/2 2:20,X地市,10kVX01医院线,医院,1.164904,0.278564,65.071899,10kVⅣ段母线,10.37574,0.9,66,1034.7,2.5,102,0
2019/1/2 2:30,X地市,10kVX01医院线,医院,1.190228,0.278564,67.534081,10kVⅣ段母线,10.381602,0.9,66,1034.5,2.6,97,0
2019/1/2 2:40,X地市,10kVX01医院线,医院,1.253538,0.303888,71.051483,10kVⅣ段母线,10.381602,0.9,67,1034.4,3.4,84,0
2019/1/2 2:50,X地市,10kVX01医院线,医院,1.215552,0.303888,69.644524,10kVⅣ段母线,10.393326,0.9,67,1034.3,3.6,89,0
2019/1/2 3:00,X地市,10kVX01医院线,医院,1.253538,0.303888,69.996262,10kVⅣ段母线,10.381602,0.9,67,1034.3,3.6,89,0
2019/1/2 3:10,X地市,10kVX01医院线,医院,1.2662,0.303888,72.810181,10kVⅣ段母线,10.393326,0.9,67,1034.1,2.9,84,0
2019/1/2 3:20,X地市,10kVX01医院线,医院,1.228214,0.303888,69.644524,10kVⅣ段母线,10.381602,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 3:30,X地市,10kVX01医院线,医院,1.164904,0.278564,66.478859,10kVⅣ段母线,10.387464,0.9,67,1033.9,3.7,88,0
2019/1/2 3:40,X地市,10kVX01医院线,医院,1.13958,0.25324,64.016678,10kVⅣ段母线,10.399188,0.9,68,1033.9,3.7,88,0
2019/1/2 3:50,X地市,10kVX01医院线,医院,1.164904,0.25324,66.127121,10kVⅣ段母线,10.387464,0.9,67,1033.8,3.7,88,0
2019/1/2 4:00,X地市,10kVX01医院线,医院,1.190228,0.278564,67.885818,10kVⅣ段母线,10.399188,0.9,68,1033.9,3.7,88,0
2019/1/2 4:10,X地市,10kVX01医院线,医院,1.278862,0.291226,71.754959,10kVⅣ段母线,10.399188,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 4:20,X地市,10kVX01医院线,医院,1.278862,0.341874,74.920624,10kVⅣ段母线,10.399188,0.8,69,1033.8,1.7,68,0
2019/1/2 4:30,X地市,10kVX01医院线,医院,1.2662,0.31655,71.403221,10kVⅣ段母线,10.387464,0.8,69,1033.7,2.1,92,0
2019/1/2 4:40,X地市,10kVX01医院线,医院,1.278862,0.31655,72.458443,10kVⅣ段母线,10.399188,0.8,69,1033.6,2.1,92,0
2019/1/2 4:50,X地市,10kVX01医院线,医院,1.2662,0.31655,70.699738,10kVⅣ段母线,10.387464,0.9,69,1033.6,2.1,92,0
2019/1/2 5:00,X地市,10kVX01医院线,医院,1.316848,0.31655,72.106697,10kVⅣ段母线,10.399188,0.9,69,1033.5,2.1,87,0
2019/1/2 5:10,X地市,10kVX01医院线,医院,1.316848,0.265902,73.161919,10kVⅣ段母线,10.387464,0.9,69,1033.5,2.5,65,0
2019/1/2 5:20,X地市,10kVX01医院线,医院,1.2662,0.265902,71.754959,10kVⅣ段母线,10.387464,0.9,70,1033.6,2.5,65,0
2019/1/2 5:30,X地市,10kVX01医院线,医院,1.316848,0.265902,73.513664,10kVⅣ段母线,10.364016,0.9,70,1033.5,2.5,65,0
2019/1/2 5:40,X地市,10kVX01医院线,医院,1.342172,0.291226,75.272362,10kVⅣ段母线,10.37574,0.9,69,1033.5,2.5,65,0
2019/1/2 5:50,X地市,10kVX01医院线,医院,1.405482,0.31655,78.438019,10kVⅣ段母线,10.381602,0.9,68,1033.6,2.6,73,0
